23.429,0.021557,51731.642,
24.431,0.021095,51731.812,
25.431,0.021147,51730.01,
26.431,0.020829,51723.812,
27.432,0.020866,51725.263,
28.432,0.021026,51721.53,
29.432,0.020581,51729.06,
30.432,0.021123,51727.322,
31.432,0.020744,51727.578,
32.432,0.021111,51724.463,
33.432,0.0212,51723.034,
34.433,0.020652,51721.786,
35.433,0.020334,51722.511,
36.433,11.630538,51833.84,
37.433,32.692223,50390.424,
38.433,53.46002,49067.327,
39.433,74.357293,47973.727,
40.433,95.026165,46850.997,
41.433,115.810713,45832.82,
42.433,136.808626,45094.787,
43.433,157.819356,44457.671,
44.433,178.425284,43763.36,
45.433,199.146852,43077.829,
46.433,230.323083,42650.464,
47.433,240.819911,42177.404,
48.433,261.657609,41813.888,
49.433,282.482144,41449.373,
50.433,303.351043,41131.109,
51.433,324.164161,40832.621,
52.433,344.981767,40525.141,
53.437,365.948331,40274.238,
54.436,386.717687,40024.54,
55.437,407.594913,39670.242,
56.437,428.411231,39479.541,
57.437,449.221485,39214.419,
58.437,470.060717,38844.902,
59.437,491.023492,38644.791,
60.438,522.088725,38444.17,
61.438,532.596535,38264.553,
62.438,553.456245,38165.021,
63.438,574.301377,38037.362,
64.438,595.110922,37891.793,
65.438,615.944899,37793.744,
66.439,636.838047,37626.519,
67.44,657.606734,37475.553,
68.441,678.531777,37343.114,
69.441,699.484725,37209.759,
70.442,720.192092,37091.219,
71.442,741.143629,36986.194,
72.442,738.20159,36945.436,
73.444,717.326787,37175.625,
74.445,696.449733,37423.894,
75.446,675.612819,37718.061,
76.446,654.757865,38010.279,
77.447,633.931283,38269.289,
78.447,613.084012,38532.459,
79.447,592.266394,38757.698,
80.447,571.382926,38971.303,
81.447,550.560201,39175.774,
82.447,529.72334,39375.391,
83.447,508.884041,39589.868,
84.448,488.049818,39774.968,
85.448,467.195582,39989.734,
86.448,446.37349,40158.151,
87.448,425.552836,40362.729,
88.449,394.279075,40619.67,
89.45,383.716399,40886.093,
90.45,362.963099,41019.461,
91.452,342.140325,41323.068,
92.452,321.204572,41569.726,
93.452,300.489936,41882.646,
94.452,279.530796,42264.541,
95.452,258.759559,42623.808,
96.453,237.94294,43093.296,
97.454,217.057812,43664.522,
98.454,196.172674,44108.655,
99.454,175.357111,44777.631,
100.454,154.574251,45340.421,
101.454,133.733963,46227.611,
102.454,112.792026,47331.119,
103.454,92.062509,48390.756,
104.454,71.204098,49854.663,
105.454,50.364866,51618.489,
106.454,19.262705,53784.771,
107.454,8.583052,56936.388,
108.454,11.954738,55978.736,
109.454,32.861887,54333.714,
110.454,53.585491,52511.703,
111.454,74.433451,50885.734,
112.454,95.329766,49303.939,
113.454,116.158235,47994.58,
114.454,136.921776,47045.441,
115.454,158.021628,46168.624,
116.454,178.586317,45335.013,
117.454,199.426468,44650.366,
118.454,220.289358,44063.417,
119.454,241.127835,43515.092,
120.454,261.968477,43004.026,
121.454,282.801462,42492.927,
122.455,303.653077,42025.979,
123.456,324.4964,41579.817,
124.456,345.331331,41206.278,
125.456,366.179178,40734.092,
126.456,386.988992,40389.876,
127.456,407.846752,40099.954,
128.456,428.745495,39868.346,
129.456,449.534734,39617.772,
130.456,470.325312,39375.146,
131.456,491.186742,39110.12,
132.456,512.027402,38887.675,
133.456,532.814864,38609.601,
134.456,553.65389,38425.226,
135.456,574.620399,38172.371,
136.456,595.349928,37956.273,
137.456,616.170491,37750.053,
138.456,637.027352,37541.686,
139.456,657.793701,37359.829,
140.456,688.999236,37235.391,
141.457,699.575095,37126.355,
142.457,720.462462,36982.898,
143.458,741.336781,36858.556,
144.458,738.009427,36748.582,
145.459,717.10513,36943.218,
146.459,696.31578,37181.492,
147.459,675.450634,37422.752,
148.459,654.616811,37651.149,
149.459,633.833708,37915.035,
150.459,612.929974,38180.286,
151.459,592.11309,38405.301,
152.459,571.243811,38632.982,
153.459,540.121564,38819.942,
154.459,529.495897,39055.719,
155.459,508.787055,39251.678,
156.459,487.884502,39445.664,
157.459,467.148984,39699.17,
158.459,446.275019,39893.115,
159.459,425.459678,40073.489,
160.459,404.627677,40263.88,
161.459,383.752213,40428.212,
162.459,362.953136,40602.379,
163.459,342.126218,40863.48,
164.459,321.274846,41066.576,
165.459,300.477791,41374.429,
166.459,279.575806,41655.85,
167.459,258.798004,41896.129,
168.461,237.905665,42351.219,
169.461,217.097526,42728.801,
170.461,196.234252,43206.15,
171.461,175.355522,43739.723,
172.461,154.540124,44419.302,
173.461,133.722148,45321.456,
174.461,112.754,46345.745,
175.461,92.044013,47723.122,
176.462,71.178476,49119.807,
177.462,50.375036,50949.884,
178.462,29.546065,53169.095,
179.462,8.533823,55796.708,
180.462,11.962229,55260.403,
181.462,32.900608,53882.927,
182.462,53.63251,52271.358,
183.462,74.472328,50643.396,
184.462,95.290057,49139.573,
185.462,116.127604,48022.25,
186.463,136.968255,47076.268,
187.463,157.965642,46000.266,
188.463,178.620363,45150.819,
189.465,199.531323,44439.815,
190.465,220.361616,43770.454,
191.465,241.20103,43237.255,
192.466,262.043895,42622.443,
193.467,282.927809,42185.031,
194.468,303.776654,41652.948,
195.468,324.615751,41273.34,
196.468,345.442989,40885.912,
197.469,366.353596,40485.301,
198.47,387.142833,40252.936,
199.47,407.993771,40069.052,
200.47,428.809978,39777.24,
201.47,449.632302,39509.419,
202.47,470.561386,39194.163,
203.47,491.481379,38935.462,
204.471,512.16728,38642.828,
205.471,532.995626,38457.269,
206.471,553.837021,38178.76,
207.471,574.779587,37964.006,
208.471,595.524195,37756.303,
209.472,616.378402,37566.433,
210.473,637.207492,37396.032,
211.473,658.033766,37161.854,
212.473,678.912919,37005.682,
