107.462,0.020471,462.23288
108.462,0.020618,480.98579
109.462,0.020593,312.16309
110.462,0.020506,654.87904
111.462,0.020373,557.16743
112.462,0.020629,546.91853
113.462,0.020412,519.08372
114.462,0.02,495.45794
115.462,0.020334,472.10934
116.462,0.020574,462.60681
117.462,0.020411,448.73321
118.462,0.020253,442.07292
119.462,0.020222,438.93766
120.462,0.020506,436.64743
121.462,0.020855,434.77961
122.462,0.021002,432.99494
123.462,0.02042,843.12067
124.462,0.020491,608.01648
125.462,0.020945,858.09804
126.462,0.020849,692.14809
127.462,0.020541,585.23154
128.462,0.020809,491.32566
129.462,0.020675,474.83386
130.462,0.020949,466.77888
131.463,0.020748,519.82269
132.464,0.020761,725.81076
133.464,0.02058,614.53562
134.464,0.02068,593.80013
135.464,0.020496,583.83964
136.464,0.020641,577.30361
137.465,0.020736,571.6387
138.465,0.020886,567.04465
139.465,0.020378,562.75708
140.465,10.047732,712.39053
141.465,31.009784,636.62983
142.465,51.672531,546.92334
143.465,72.610003,467.36481
144.465,93.357682,394.65632
145.465,114.234274,345.37734
146.465,135.026745,309.22454
147.465,156.054589,279.01915
148.466,176.697077,253.87411
149.467,197.601606,233.83833
150.468,218.434407,217.6973
151.468,239.286904,204.10992
152.469,260.189056,193.30323
153.469,280.970879,184.04225
154.469,301.799657,176.67903
155.47,322.64696,169.2879
156.47,343.498402,163.54584
157.47,364.367444,157.99953
158.47,385.13609,153.95158
159.47,405.96514,149.86053
160.47,426.838113,146.3417
161.47,447.656515,143.32374
162.47,468.467097,140.25761
163.47,489.332995,137.95197
164.47,510.226202,135.3717
165.47,530.989441,133.09196
166.47,551.881224,130.64698
167.47,572.679239,128.20393
168.47,593.585596,125.79713
169.471,614.328203,122.81073
170.471,645.611255,120.40556
171.471,656.043719,117.27319
172.471,676.88044,114.41704
173.471,697.707501,111.45805
174.471,718.48764,108.30727
175.471,739.429247,105.27186
176.472,739.916222,106.39943
177.472,719.051417,112.70826
178.472,698.254519,118.97021
179.472,667.046411,124.60867
180.473,656.545866,131.38563
181.473,635.686106,137.30407
182.473,614.889153,143.33733
183.473,594.054913,149.6756
184.473,573.212074,156.11799
185.473,552.389417,163.60652
186.473,531.521171,171.58755
187.473,510.70064,180.51712
188.473,489.894038,189.08525
189.473,469.065561,198.55887
190.473,448.182203,206.99636
191.474,427.328661,215.91745
192.474,406.548176,224.46647
193.474,385.688956,233.18807
194.474,364.814908,240.43226
195.474,344.021506,250.2094
196.474,323.203399,259.73442
197.475,302.315678,268.08488
198.475,281.533452,278.00813
199.475,260.669902,288.67409
200.475,239.830743,299.43016
201.475,218.971892,309.65005
202.476,198.129301,320.78217
203.476,177.254802,331.22682
204.476,156.441912,341.8581
205.477,125.117466,347.55907
206.477,114.769947,357.39146
207.477,93.944385,361.23134
208.477,73.130042,355.47481
209.477,52.215982,343.80661
210.478,31.401425,327.41584
211.478,10.475822,303.93431
212.48,10.177422,360.46026
213.48,31.163065,450.87211
214.48,51.859374,524.67553
215.48,72.697967,560.56831
216.48,93.526951,561.31756
217.48,114.354984,533.76549
218.48,135.201596,481.23376
219.48,156.209476,426.35497
220.48,176.833259,376.25717
221.48,197.700734,334.47606
222.48,218.564683,299.98699
223.48,239.387621,273.67574
224.48,260.186181,251.46411
225.48,281.089288,232.96718
226.48,312.2618,219.76729
227.48,322.716675,205.65369
228.48,343.565999,194.67201
229.48,364.368044,185.05733
230.48,385.255348,177.49302
231.48,416.341026,171.60168
232.48,426.909394,165.16366
233.481,447.742944,160.53451
234.481,468.568023,156.4093
235.481,489.432688,152.62967
236.481,510.258716,148.42496
237.481,531.050649,145.1175
238.482,551.952831,141.73267
239.482,572.771017,138.05375
240.482,593.600343,134.54679
241.482,614.418706,131.07153
242.482,635.278163,127.52296
243.482,656.110821,123.8133
244.482,676.98753,120.49118
245.483,697.995383,116.48007
246.483,718.609918,112.82876
247.483,739.457141,109.08327
248.483,739.847659,110.43643
249.484,718.95907,117.04118
250.484,698.164517,123.73667
251.486,677.297846,130.37793
252.485,656.462306,136.83511
253.486,635.596504,143.71372
254.486,614.764435,150.26892
255.486,593.939292,156.87537
256.486,573.074174,164.69534
257.486,552.265177,173.22036
258.486,531.380361,181.01337
259.486,510.604504,190.26311
260.486,489.72786,199.96846
261.486,468.888913,209.77525
262.486,448.081044,218.72791
263.486,427.247889,227.33097
264.487,406.409648,235.74275
265.487,385.540197,242.63763
266.487,364.702796,250.56257
267.487,343.914643,259.40694
268.488,323.037897,269.08584
269.489,302.157083,277.98062
270.489,281.369591,286.37637
271.489,260.508723,297.21356
272.489,239.667586,306.74702
273.489,218.84026,316.70129
274.489,198.011562,327.72609
275.489,177.144372,336.1002
276.489,156.344832,343.03724
277.489,135.501902,347.58807
278.49,114.531023,347.2287
279.491,93.755169,343.83369
280.491,72.972505,333.88113
281.491,52.10337,317.22301
282.491,31.306569,298.25637
283.492,10.322489,274.84783
284.492,10.292445,321.69655
285.492,31.256366,405.77026
286.492,51.95782,484.77786
287.493,72.855701,538.62658
288.493,93.738193,563.64995
289.493,114.50211,554.74062
290.493,135.339492,511.36456
291.493,156.293147,458.54536
